,match,pinnacle,parimatch,ggbet,date,tournament,team left,players_left,team right,players_right,ban_left,ban_right,pick_left_team,pick_right_team,result_left_team,result_right_team,score
819,Team Singularity vs Ad Finem,1.79-2.04,-,1.66-2.14,05 Декабря 18:43 2019,WePlay! Bukovel Minor | Квалификации,Team Singularity,"['Xcalibur', 'HeStEJoE-RoTTeN', 'dnz', 'eine', 'ThuG']",Ad Finem,"['Ntakii', 'SkyLark', 'Maybe Next Time', 'SsaSpartan']","['Puck', 'Rubick', 'Viper', 'Slark', 'Winter Wyvern', 'Phantom Lancer']","['Dazzle', 'Sven', 'Io', 'Timbersaw', 'Lone Druid', 'Outworld Destroyer']","['Razor', 'Abaddon', 'Crystal Maiden', 'Lina', 'Ursa']","['Kunkka', 'Legion Commander', 'Keeper of the Light', ""Nature's Prophet""]","<span class=""team__title-label"">Победа</span>",,19 : 10
820,Team Singularity vs Ad Finem,1.79-2.04,-,1.66-2.14,05 Декабря 18:43 2019,WePlay! Bukovel Minor | Квалификации,Ad Finem,"['ThuG', 'Ntakii', 'SkyLark', 'Maybe Next Time', 'SsaSpartan']",Team Singularity,"['Xcalibur', 'HeStEJoE-RoTTeN', 'eine', 'dnz']","['Abaddon', 'Io', 'Crystal Maiden', 'Doom', 'Slark', 'Phantom Lancer']","['Puck', 'Viper', 'Rubick', 'Anti-Mage', 'Weaver', 'Queen of Pain']","['Faceless Void', 'Magnus', 'Batrider', 'Lina', 'Dazzle']","['Razor', 'Legion Commander', 'Winter Wyvern', ""Nature's Prophet""]","<span class=""team__title-label"">Победа</span>",,27 : 16
821,Team Singularity vs Ad Finem,1.79-2.04,-,1.66-2.14,05 Декабря 18:43 2019,WePlay! Bukovel Minor | Квалификации,Team Singularity,"['Xcalibur', 'HeStEJoE-RoTTeN', 'eine', 'dnz', 'ThuG']",Ad Finem,"['Ntakii', 'SkyLark', 'Maybe Next Time', 'SsaSpartan']","['Puck', 'Magnus', 'Viper', 'Razor', 'Anti-Mage', 'Faceless Void']","['Io', 'Abaddon', 'Crystal Maiden', 'Doom', 'Sven', 'Venomancer']","['Lone Druid', 'Sand King', 'Dazzle', 'Lich', 'Slark']","['Invoker', 'Axe', 'Rubick', 'Winter Wyvern']","<span class=""team__title-label"">Победа</span>",,41 : 19
822,Team Nigma vs ViKin.gg,1.03-15.52,-,1.06-8.22,05 Декабря 18:39 2019,WePlay! Bukovel Minor | Квалификации,ViKin.gg,"['Shad', 'Tobi', 'TANNER', 'Aramis', 'Seleri']",Team Nigma,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","[""Nature's Prophet"", 'Rubick', 'Tusk', 'Crystal Maiden', 'Morphling', 'Viper']","['Io', 'Chen', 'Tiny', 'Kunkka', 'Sand King', 'Omniknight']","['Bloodseeker', 'Axe', 'Huskar', 'Dazzle', 'Vengeful Spirit']","['Invoker', 'Phantom Lancer', 'Legion Commander', 'Skywrath Mage', 'Warlock']",,"<span class=""team__title-label"">Победа</span>",11 : 29
823,Team Nigma vs ViKin.gg,1.03-15.52,-,1.06-8.22,05 Декабря 18:39 2019,WePlay! Bukovel Minor | Квалификации,ViKin.gg,"['Shad', 'Tobi', 'Aramis', 'TANNER', 'Seleri']",Team Nigma,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Io', 'Rubick', ""Nature's Prophet"", 'Terrorblade', 'Morphling', 'Phantom Lancer']","['Tiny', 'Crystal Maiden', 'Vengeful Spirit', 'Gyrocopter', 'Huskar', 'Templar Assassin']","['Drow Ranger', 'Kunkka', 'Tusk', 'Shadow Fiend', 'Chen']","['Timbersaw', 'Anti-Mage', 'Legion Commander', 'Skywrath Mage', 'Grimstroke']","<span class=""team__title-label"">Победа</span>",,33 : 17
824,Team Nigma vs ViKin.gg,1.03-15.52,-,1.06-8.22,05 Декабря 18:39 2019,WePlay! Bukovel Minor | Квалификации,ViKin.gg,"['Shad', 'Tobi', 'TANNER', 'Aramis', 'Seleri']",Team Nigma,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Io', 'Rubick', ""Nature's Prophet"", 'Razor', 'Timbersaw', 'Kunkka']","['Tiny', 'Chen', 'Crystal Maiden', 'Drow Ranger', 'Huskar', 'Templar Assassin']","['Vengeful Spirit', 'Centaur Warrunner', 'Storm Spirit', 'Winter Wyvern', 'Ancient Apparition']","['Invoker', 'Morphling', 'Earthshaker', 'Tusk', 'Lich']","<span class=""team__title-label"">Победа</span>",,36 : 24
825,Team Spirit vs AS Monaco Gambit,2.95-1.40,-,2.94-1.38,05 Декабря 18:36 2019,WePlay! Bukovel Minor | Квалификации,AS Monaco Gambit,"['dream`', 'gpk', 'Shachlo', 'XSVamp1Re', 'fng']",Team Spirit,"['iLTW', 'Ergon', 'Ghostik', 'Immersion', 'Misha']","['Viper', 'Chen', 'Lone Druid', 'Abaddon', 'Ember Spirit', 'Omniknight']","['Shadow Fiend', 'Doom', 'Io', 'Weaver', 'Terrorblade', 'Bloodseeker']","['Ursa', 'Templar Assassin', 'Beastmaster', 'Winter Wyvern', 'Vengeful Spirit']","['Slark', 'Pugna', 'Timbersaw', 'Tiny', 'Enchantress']","<span class=""team__title-label"">Победа</span>",,27 : 26
826,Team Spirit vs AS Monaco Gambit,2.95-1.40,-,2.94-1.38,05 Декабря 18:36 2019,WePlay! Bukovel Minor | Квалификации,Team Spirit,"['iLTW', 'Ergon', 'Ghostik', 'Immersion', 'Misha']",AS Monaco Gambit,"['dream`', 'gpk', 'Shachlo', 'XSVamp1Re', 'fng']","['Io', 'Doom', 'Shadow Fiend', 'Vengeful Spirit', 'Lifestealer', 'Invoker']","['Chen', 'Tiny', 'Viper', 'Terrorblade', 'Weaver', 'Timbersaw']","['Gyrocopter', 'Monkey King', 'Brewmaster', 'Earth Spirit', 'Enchantress']","['Morphling', 'Puck', 'Lone Druid', 'Tusk', 'Kunkka']",,"<span class=""team__title-label"">Победа</span>",16 : 26
827,Gentlemen vs HellRaisers,2.32-1.62,-,2.00-1.77,05 Декабря 18:32 2019,WePlay! Bukovel Minor | Квалификации,Gentlemen,"['pio65', 'Dame', 'Chuvash', 'VANSKOR', '633']",HellRaisers,"['837', 'Nix', 'bowbowbow', 'sayuw', 'Miposhka']","['Abaddon', 'Ogre Magi', 'Leshrac', 'Templar Assassin', 'Gyrocopter', 'Ursa']","['Razor', 'Io', 'Viper', 'Weaver', 'Beastmaster', 'Sand King']","['Ember Spirit', 'Shadow Fiend', 'Clockwerk', 'Vengeful Spirit', 'Brewmaster']","['Morphling', 'Tiny', 'Doom', 'Winter Wyvern', 'Disruptor']","<span class=""team__title-label"">Победа</span>",,39 : 20
828,Gentlemen vs HellRaisers,2.32-1.62,-,2.00-1.77,05 Декабря 18:32 2019,WePlay! Bukovel Minor | Квалификации,HellRaisers,"['837', 'Nix', 'bowbowbow', 'sayuw', 'Miposhka']",Gentlemen,"['pio65', 'Dame', 'Chuvash', '633', 'VANSKOR']","['Razor', 'Vengeful Spirit', 'Io', 'Ember Spirit', 'Terrorblade', 'Brewmaster']","['Abaddon', 'Ogre Magi', 'Leshrac', 'Gyrocopter', 'Undying', 'Morphling']","['Phantom Lancer', 'Viper', 'Centaur Warrunner', 'Doom', 'Disruptor']","['Lifestealer', 'Invoker', 'Tiny', 'Beastmaster', 'Dazzle']","<span class=""team__title-label"">Победа</span>",,43 : 39
829,Gentlemen vs HellRaisers,2.32-1.62,-,2.00-1.77,05 Декабря 18:32 2019,WePlay! Bukovel Minor | Квалификации,HellRaisers,"['837', 'Nix', 'bowbowbow', 'sayuw', 'Miposhka']",Gentlemen,"['pio65', 'Dame', 'Chuvash', 'VANSKOR', '633']","['Razor', 'Doom', 'Tiny', 'Puck', 'Beastmaster', ""Nature's Prophet""]","['Viper', 'Abaddon', 'Vengeful Spirit', 'Morphling', 'Disruptor', 'Weaver']","['Lifestealer', 'Shadow Fiend', 'Centaur Warrunner', 'Winter Wyvern', 'Ogre Magi']","['Gyrocopter', 'Kunkka', 'Clockwerk', 'Io', 'Legion Commander']","<span class=""team__title-label"">Победа</span>",,21 : 13
830,Team Nigma vs Team Singularity,1.10-7.10,-,1.15-5.12,05 Декабря 15:16 2019,WePlay! Bukovel Minor | Квалификации,Team Singularity,"['Xcalibur', 'HeStEJoE-RoTTeN', 'eine', 'dnz', 'w33']",Team Nigma,"['Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']","['Tusk', 'Io', ""Nature's Prophet"", 'Anti-Mage', 'Morphling', 'Slark']","['Dazzle', 'Legion Commander', 'Sven', 'Magnus', 'Skywrath Mage', 'Ember Spirit']","['Tiny', 'Venomancer', 'Doom', 'Crystal Maiden', 'Windranger']","['Phantom Lancer', 'Dark Seer', 'Rubick', 'Chen']",,"<span class=""team__title-label"">Победа</span>",14 : 18
831,Team Nigma vs Team Singularity,1.10-7.10,-,1.15-5.12,05 Декабря 15:16 2019,WePlay! Bukovel Minor | Квалификации,Team Nigma,"['w33', 'Miracle-', 'MinD_ContRoL', 'GH', 'KuroKy']",Team Singularity,"['Xcalibur', 'HeStEJoE-RoTTeN', 'dnz', 'eine']","['Dazzle', 'Sven', 'Doom', 'Razor', 'Huskar', 'Skywrath Mage']","['Tusk', 'Io', 'Templar Assassin', 'Morphling', 'Anti-Mage', 'Invoker']","['Kunkka', 'Terrorblade', 'Legion Commander', 'Rubick', 'Chen']","['Leshrac', 'Abaddon', ""Nature's Prophet"", 'Lina']","<span class=""team__title-label"">Победа</span>",,19 : 22
832,Ad Finem vs ViKin.gg,1.32-3.37,-,1.39-2.85,05 Декабря 15:15 2019,WePlay! Bukovel Minor | Квалификации,ViKin.gg,"['Shad', 'Tobi', 'Aramis', 'TANNER', 'Seleri']",Ad Finem,"['ThuG', 'Ntakii', 'SkyLark', 'Maybe Next Time', 'SsaSpartan']","['Puck', 'Viper', 'Magnus', 'Anti-Mage', 'Outworld Destroyer', 'Razor']","['Io', 'Kunkka', 'Chen', 'Huskar', 'Morphling', 'Templar Assassin']","['Phantom Lancer', 'Doom', 'Vengeful Spirit', 'Tiny', 'Crystal Maiden']","['Ursa', 'Lina', ""Nature's Prophet"", 'Rubick', 'Winter Wyvern']",,"<span class=""team__title-label"">Победа</span>",26 : 38
833,Ad Finem vs ViKin.gg,1.32-3.37,-,1.39-2.85,05 Декабря 15:15 2019,WePlay! Bukovel Minor | Квалификации,ViKin.gg,"['Shad', 'Tobi', 'TANNER', 'Aramis', 'Seleri']",Ad Finem,"['ThuG', 'Ntakii', 'SkyLark', 'Maybe Next Time', 'SsaSpartan']","['Puck', 'Viper', 'Magnus', 'Anti-Mage', 'Outworld Destroyer', 'Timbersaw']","['Tiny', 'Chen', 'Io', 'Huskar', 'Doom', 'Underlord']","['Bloodseeker', 'Vengeful Spirit', 'Kunkka', 'Tusk', 'Crystal Maiden']","['Weaver', 'Ember Spirit', ""Nature's Prophet"", 'Rubick', 'Winter Wyvern']","<span class=""team__title-label"">Победа</span>",,36 : 12
834,Ad Finem vs ViKin.gg,1.32-3.37,-,1.39-2.85,05 Декабря 15:15 2019,WePlay! Bukovel Minor | Квалификации,ViKin.gg,"['Shad', 'Tobi', 'TANNER', 'Aramis', 'Seleri']",Ad Finem,"['ThuG', 'Ntakii', 'SkyLark', 'Maybe Next Time', 'SsaSpartan']","['Puck', 'Viper', 'Magnus', 'Anti-Mage', 'Lina', 'Razor']","['Chen', 'Io', 'Kunkka', 'Huskar', 'Bloodseeker', 'Naga Siren']","['Gyrocopter', 'Beastmaster', 'Tiny', 'Tusk', 'Crystal Maiden']","['Weaver', 'Queen of Pain', ""Nature's Prophet"", 'Doom', 'Vengeful Spirit']","<span class=""team__title-label"">Победа</span>",,38 : 31
835,Gentlemen vs Team Spirit,3.51-1.30,-,2.99-1.36,05 Декабря 15:06 2019,WePlay! Bukovel Minor | Квалификации,Team Spirit,"['iLTW', 'Ergon', 'Ghostik', 'Immersion', 'Misha']",Gentlemen,"['pio65', 'Dame', 'Chuvash', '633', 'VANSKOR']","['Razor', 'Vengeful Spirit', 'Clockwerk', 'Disruptor', 'Viper', 'Crystal Maiden']","['Enchantress', 'Chen', 'Earth Spirit', 'Lone Druid', 'Sven', 'Templar Assassin']","['Lifestealer', 'Ember Spirit', 'Centaur Warrunner', 'Winter Wyvern', 'Warlock']","['Gyrocopter', 'Invoker', 'Tiny', 'Legion Commander', 'Io']",,"<span class=""team__title-label"">Победа</span>",8 : 18
836,Gentlemen vs Team Spirit,3.51-1.30,-,2.99-1.36,05 Декабря 15:06 2019,WePlay! Bukovel Minor | Квалификации,Gentlemen,"['pio65', 'Dame', 'Chuvash', 'VANSKOR', '633']",Team Spirit,"['iLTW', 'Ergon', 'Ghostik', 'Immersion', 'Misha']","['Chen', 'Enchantress', 'Earth Spirit', 'Batrider', 'Ember Spirit', 'Slark']","['Razor', 'Leshrac', 'Io', 'Keeper of the Light', 'Lifestealer', 'Weaver']","['Terrorblade', 'Invoker', 'Tiny', 'Lich', 'Beastmaster']","['Gyrocopter', 'Lone Druid', 'Venomancer', 'Pangolier', 'Vengeful Spirit']",,"<span class=""team__title-label"">Победа</span>",20 : 39
837,Gentlemen vs Team Spirit,3.51-1.30,-,2.99-1.36,05 Декабря 15:06 2019,WePlay! Bukovel Minor | Квалификации,Team Spirit,"['iLTW', 'Ergon', 'Ghostik', 'Immersion', 'Misha']",Gentlemen,"['pio65', 'Dame', 'Chuvash', 'VANSKOR', '633']","['Razor', 'Io', 'Leshrac', 'Clockwerk', 'Lifestealer', 'Weaver']","['Chen', 'Enchantress', 'Earth Spirit', 'Brewmaster', 'Gyrocopter', 'Lycan']","['Ember Spirit', 'Lone Druid', 'Beastmaster', 'Tiny', 'Crystal Maiden']","['Chaos Knight', 'Shadow Fiend', 'Tusk', 'Vengeful Spirit', 'Venomancer']","<span class=""team__title-label"">Победа</span>",,24 : 14
838,HellRaisers vs AS Monaco Gambit,3.34-1.32,-,2.90-1.38,05 Декабря 15:06 2019,WePlay! Bukovel Minor | Квалификации,AS Monaco Gambit,"['dream`', 'gpk', 'Shachlo', 'XSVamp1Re', 'fng']",HellRaisers,"['837', 'Nix', 'bowbowbow', 'sayuw', 'Miposhka']","['Abaddon', 'Viper', 'Ogre Magi', 'Rubick', 'Ursa', 'Omniknight']","['Lone Druid', 'Io', 'Doom', 'Batrider', 'Weaver', 'Lifestealer']","['Juggernaut', 'Shadow Fiend', 'Beastmaster', 'Winter Wyvern', 'Vengeful Spirit']","['Gyrocopter', 'Tiny', 'Brewmaster', 'Disruptor', 'Keeper of the Light']","<span class=""team__title-label"">Победа</span>",,15 : 5
839,HellRaisers vs AS Monaco Gambit,3.34-1.32,-,2.90-1.38,05 Декабря 15:06 2019,WePlay! Bukovel Minor | Квалификации,AS Monaco Gambit,"['dream`', 'gpk', 'Shachlo', 'XSVamp1Re', 'fng']",HellRaisers,"['837', 'Nix', 'bowbowbow', 'sayuw', 'Miposhka']","['Abaddon', 'Viper', 'Ogre Magi', 'Weaver', 'Beastmaster', 'Gyrocopter']","['Lone Druid', 'Shadow Fiend', 'Tiny', 'Batrider', 'Winter Wyvern', 'Razor']","['Terrorblade', 'Invoker', ""Nature's Prophet"", 'Doom', 'Puck']","['Ursa', 'Templar Assassin', 'Legion Commander', 'Vengeful Spirit', 'Crystal Maiden']","<span class=""team__title-label"">Победа</span>",,21 : 8
840,OB Esports x Neon vs BOOM Esports,1.68-2.21,-,1.59-2.27,05 Декабря 11:56 2019,WePlay! Bukovel Minor | Квалификации,OB Esports x Neon,"['skem', 'Yopaj', 'Rapy', 'PlayHard', 'Rr']",BOOM Esports,"['Dreamocel', 'Mikoto', 'Fbz', 'Hyde', 'Khezcute']","['Kunkka', 'Lina', 'Razor', 'Phantom Lancer', 'Invoker', 'Gyrocopter']","['Tiny', 'Venomancer', 'Io', 'Beastmaster', 'Omniknight', 'Viper']","['Drow Ranger', 'Dragon Knight', 'Legion Commander', 'Vengeful Spirit', 'Undying']","['Bloodseeker', 'Templar Assassin', 'Centaur Warrunner', 'Puck', 'Disruptor']","<span class=""team__title-label"">Победа</span>",,27 : 4
841,OB Esports x Neon vs BOOM Esports,1.68-2.21,-,1.59-2.27,05 Декабря 11:56 2019,WePlay! Bukovel Minor | Квалификации,OB Esports x Neon,"['skem', 'Yopaj', 'Rapy', 'PlayHard', 'Rr']",BOOM Esports,"['Dreamocel', 'Mikoto', 'Fbz', 'Hyde', 'Khezcute']","['Razor', 'Invoker', 'Alchemist', 'Ember Spirit', 'Templar Assassin', 'Lina']","['Puck', 'Tiny', 'Venomancer', 'Drow Ranger', 'Omniknight', 'Gyrocopter']","['Dragon Knight', 'Kunkka', 'Beastmaster', 'Skywrath Mage', 'Vengeful Spirit']","['Faceless Void', 'Timbersaw', 'Legion Commander', 'Mirana', 'Ancient Apparition']","<span class=""team__title-label"">Победа</span>",,30 : 29
842,Cignal Ultra vs Geek Fam,3.35-1.32,-,3.09-1.34,05 Декабря 11:53 2019,WePlay! Bukovel Minor | Квалификации,Cignal Ultra,"['Nando', 'Jamesy', 'Van', 'Erice', 'Grimzx']",Geek Fam,"['Raven', '747', 'Kuku', 'Xepher', 'DuBu']","['Kunkka', 'Tiny', 'Razor', 'Legion Commander', 'Batrider', 'Outworld Destroyer']","['Venomancer', 'Faceless Void', 'Lina', 'Rubick', 'Vengeful Spirit', 'Drow Ranger']","['Gyrocopter', 'Timbersaw', 'Beastmaster', 'Leshrac', 'Elder Titan']","['Lifestealer', 'Magnus', 'Centaur Warrunner', 'Shadow Demon', 'Puck']",,"<span class=""team__title-label"">Победа</span>",13 : 29
843,Cignal Ultra vs Geek Fam,3.35-1.32,-,3.09-1.34,05 Декабря 11:53 2019,WePlay! Bukovel Minor | Квалификации,Cignal Ultra,"['Nando', 'Jamesy', 'Van', 'Erice', 'Grimzx']",Geek Fam,"['Raven', '747', 'Kuku', 'Xepher', 'DuBu']","['Kunkka', 'Venomancer', 'Tiny', 'Magnus', 'Outworld Destroyer', 'Legion Commander']","['Lina', 'Faceless Void', 'Vengeful Spirit', 'Centaur Warrunner', 'Chaos Knight', 'Broodmother']","['Razor', 'Dragon Knight', 'Sand King', 'Shadow Demon', 'Elder Titan']","['Gyrocopter', 'Drow Ranger', 'Puck', 'Tusk', 'Batrider']",,"<span class=""team__title-label"">Победа</span>",25 : 64
844,EHOME vs CDEC Gaming,12.15-1.02,-,1.83-1.91,05 Декабря 11:15 2019,WePlay! Bukovel Minor | Квалификации,CDEC Gaming,"['James', 'Xm', 'Inflame', '起风了', 'Sylar']",EHOME,"['NothingToSay', 'Faith_bian']","['Tiny', 'Kunkka', ""Nature's Prophet"", 'Lone Druid', 'Beastmaster', 'Timbersaw']","['Venomancer', 'Viper', 'Abaddon', 'Shadow Shaman', 'Rubick', 'Templar Assassin']","['Lion', 'Outworld Destroyer', 'Omniknight', 'Keeper of the Light', 'Morphling']","['Puck', 'Doom']","<span class=""team__title-label"">Победа</span>",,17 : 16
845,EHOME vs CDEC Gaming,12.15-1.02,-,1.83-1.91,05 Декабря 11:15 2019,WePlay! Bukovel Minor | Квалификации,CDEC Gaming,"['James', 'Xm', 'Inflame', '起风了', 'Sylar']",EHOME,"['NothingToSay', 'Faith_bian']","['Lone Druid', 'Anti-Mage', 'Tiny', 'Lycan', ""Nature's Prophet"", 'Kunkka']","['Ursa', 'Batrider', 'Venomancer', 'Abaddon', 'Omniknight', 'Night Stalker']","['Clockwerk', 'Puck', 'Timbersaw', 'Keeper of the Light', 'Dragon Knight']","['Viper', 'Legion Commander']","<span class=""team__title-label"">Победа</span>",,13 : 5
846,Geek Fam vs BOOM Esports,1.05-8.06,-,1.09-6.55,05 Декабря 08:07 2019,WePlay! Bukovel Minor | Квалификации,BOOM Esports,"['Dreamocel', 'Mikoto', 'Fbz', 'Hyde', 'Khezcute']",Geek Fam,"['Raven', '747', 'Kuku', 'Xepher', 'DuBu']","['Lina', 'Puck', 'Io', 'Ogre Magi', 'Centaur Warrunner', 'Faceless Void']","['Tusk', 'Tiny', 'Drow Ranger', 'Queen of Pain', 'Morphling', 'Broodmother']","['Terrorblade', 'Invoker', 'Kunkka', 'Mirana', 'Elder Titan']","['Phantom Lancer', 'Razor', 'Omniknight', 'Rubick', 'Batrider']",,"<span class=""team__title-label"">Победа</span>",18 : 29
847,Geek Fam vs BOOM Esports,1.05-8.06,-,1.09-6.55,05 Декабря 08:07 2019,WePlay! Bukovel Minor | Квалификации,BOOM Esports,"['Dreamocel', 'Mikoto', 'Fbz', 'Hyde', 'Khezcute']",Geek Fam,"['Raven', '747', 'Kuku', 'Xepher', 'DuBu']","['Puck', 'Razor', 'Tiny', 'Batrider', 'Keeper of the Light', 'Dragon Knight']","['Tusk', 'Lina', 'Kunkka', 'Lifestealer', 'Drow Ranger', 'Broodmother']","['Morphling', 'Queen of Pain', 'Mars', 'Leshrac', 'Elder Titan']","['Ember Spirit', 'Outworld Destroyer', 'Doom', 'Rubick', 'Io']",,"<span class=""team__title-label"">Победа</span>",13 : 30
848,EHOME vs Royal Never Give Up,2.51-1.48,-,1.75-2.01,05 Декабря 07:58 2019,WePlay! Bukovel Minor | Квалификации,Royal Never Give Up,"['Monet', 'Flyby', 'September', 'Super', 'Sylar']",EHOME,"['NothingToSay', 'Faith_bian']","['Pugna', 'Kunkka', 'Puck', 'Tiny', 'Lone Druid', 'Keeper of the Light']","['Storm Spirit', 'Night Stalker', 'Ember Spirit', 'Crystal Maiden', 'Io', 'Legion Commander']","['Faceless Void', 'Omniknight', 'Rubick', 'Elder Titan', ""Nature's Prophet""]","['Gyrocopter', 'Beastmaster']","<span class=""team__title-label"">Победа</span>",,13 : 10
849,EHOME vs Royal Never Give Up,2.51-1.48,-,1.75-2.01,05 Декабря 07:58 2019,WePlay! Bukovel Minor | Квалификации,Royal Never Give Up,"['Monet', 'Flyby', 'September', 'Super', 'Sylar']",EHOME,"['NothingToSay', 'Faith_bian']","['Kunkka', 'Lycan', 'Lone Druid', 'Keeper of the Light', 'Tiny', 'Elder Titan']","['Omniknight', 'Night Stalker', 'Crystal Maiden', 'Io', 'Legion Commander', 'Templar Assassin']","['Drow Ranger', 'Abaddon', 'Rubick', 'Ogre Magi', 'Anti-Mage']","['Puck', 'Doom']",,"<span class=""team__title-label"">Победа</span>",2 : 21
850,EHOME vs Royal Never Give Up,2.51-1.48,-,1.75-2.01,05 Декабря 07:58 2019,WePlay! Bukovel Minor | Квалификации,Royal Never Give Up,"['Monet', 'Flyby', 'September', 'Super', 'Sylar']",EHOME,"['NothingToSay', 'Faith_bian']","['Elder Titan', 'Tusk', 'Keeper of the Light', 'Kunkka', 'Slark', 'Lich']","['Legion Commander', 'Io', 'Crystal Maiden', 'Omniknight', 'Abaddon', 'Ember Spirit']","['Night Stalker', 'Sand King', 'Mirana', 'Warlock', 'Lycan']","['Viper', 'Tiny']",,"<span class=""team__title-label"">Победа</span>",8 : 31
851,Cignal Ultra vs OB Esports x Neon,-,-,1.70-2.08,05 Декабря 07:57 2019,WePlay! Bukovel Minor | Квалификации,Cignal Ultra,"['Nando', 'Jamesy', 'Van', 'Erice', 'Grimzx']",OB Esports x Neon,"['skem', 'Yopaj', 'Rapy', 'PlayHard', 'Rr']","['Anti-Mage', 'Drow Ranger', 'Beastmaster', 'Tiny', 'Kunkka', 'Venomancer']","['Dragon Knight', 'Omniknight', 'Centaur Warrunner', 'Puck', 'Gyrocopter', 'Razor']","['Faceless Void', 'Mars', 'Sand King', 'Leshrac', 'Elder Titan']","['Troll Warlord', 'Magnus', 'Lina', 'Nyx Assassin', 'Vengeful Spirit']","<span class=""team__title-label"">Победа</span>",,43 : 39
852,Cignal Ultra vs OB Esports x Neon,-,-,1.70-2.08,05 Декабря 07:57 2019,WePlay! Bukovel Minor | Квалификации,OB Esports x Neon,"['skem', 'Yopaj', 'Rapy', 'PlayHard', 'Rr']",Cignal Ultra,"['Nando', 'Jamesy', 'Van', 'Erice', 'Grimzx']","['Razor', 'Gyrocopter', 'Faceless Void', 'Dragon Knight', 'Mars', 'Omniknight']","['Kunkka', 'Tiny', 'Templar Assassin', 'Alchemist', 'Legion Commander', 'Anti-Mage']","['Drow Ranger', 'Puck', 'Centaur Warrunner', 'Rubick', 'Chen']","['Leshrac', 'Ember Spirit', 'Bristleback', 'Venomancer', 'Elder Titan']","<span class=""team__title-label"">Победа</span>",,38 : 18
853,Cignal Ultra vs OB Esports x Neon,-,-,1.70-2.08,05 Декабря 07:57 2019,WePlay! Bukovel Minor | Квалификации,Cignal Ultra,"['Nando', 'Jamesy', 'Van', 'Erice', 'Grimzx']",OB Esports x Neon,"['skem', 'Yopaj', 'Rapy', 'PlayHard', 'Rr']","['Venomancer', 'Kunkka', 'Tiny', 'Naga Siren', 'Templar Assassin', 'Lifestealer']","['Razor', 'Gyrocopter', 'Faceless Void', 'Dragon Knight', 'Elder Titan', 'Mars']","['Troll Warlord', 'Legion Commander', 'Centaur Warrunner', 'Rubick', 'Vengeful Spirit']","['Terrorblade', 'Puck', 'Batrider', 'Magnus', 'Undying']","<span class=""team__title-label"">Победа</span>",,31 : 27
854,Ninjas in Pyjamas vs Evil Geniuses,6.04-1.12,-,5.81-1.12,04 Декабря 23:07 2019,DreamLeague Season 13: The Leipzig Major | Квалификации,Evil Geniuses,"['Arteezy', 'Abed', 'RAMZES666', 'Cr1t-', 'Fly']",Ninjas in Pyjamas,"['ppd', 'Skiter', 'Gunnar', 'Universe']","['Venomancer', 'Lina', 'Crystal Maiden', 'Wraith King', 'Omniknight', 'Timbersaw']","['Batrider', 'Chen', ""Nature's Prophet"", 'Razor', 'Bloodseeker', 'Leshrac']","['Alchemist', 'Gyrocopter', 'Doom', 'Rubick', 'Disruptor']","['Lich', 'Naga Siren', 'Ember Spirit', 'Abaddon']","<span class=""team__title-label"">Победа</span>",,23 : 20
